[Subject]	
[Date]	01/01/2007
[Time]	00:56:52
[Channels]	33
[Rate]	500.000000
[Type]	Average
[Points]	751
[Xmin]	-200.00000
[Sweeps]	110
[Accepted]	38
[Rejected]	72
[Domain]	Time
[Rows]	Points
[Electrode Labels]
[     FP1]	[     FP2]	[      F3]	[      F4]	[      C3]	[      C4]	[      P3]	[      P4]	[      O1]	[      O2]	[      F7]	[      F8]	[      T3]	[      T4]	[      T5]	[      T6]	[      CZ]	[      FZ]	[      PZ]	[     FCZ]	[     CPZ]	[     CP3]	[     CP4]	[     FC3]	[     FC4]	[     TP7]	[     TP8]	[     FPZ]	[      OZ]	[     FT7]	[     FT8]	[      A1]	[     BP1]	
[Electrode XUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Electrode YUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Average Data]
     8.6295	     8.7769	     9.2410	    10.0480	    10.5780	    10.7204	     8.5288	     9.2121	     6.9652	     7.0127	     8.3707	     7.9044	    11.4697	    12.5884	     5.5803	     7.1944	    11.7216	    10.7128	     9.9200	    11.8974	    11.6980	     8.5304	    10.2757	    10.4281	    10.3494	     5.5531	     6.4345	     8.1363	     6.9762	    14.4490	     8.5376	     4.0620	    13.3772	
     9.0753	     8.8299	     9.7426	    10.1283	    11.0775	    11.0418	     8.9674	     9.5627	     6.5001	     6.5003	     8.9593	     7.8686	    12.1227	    13.3990	     5.9772	     7.1725	    12.0425	    10.9732	    10.3367	    12.2079	    11.9977	     8.9538	    10.6341	    10.8934	    10.5305	     6.0161	     6.7608	     8.5191	     6.5056	    14.0589	     8.8886	     4.2878	    13.5076	
     9.1117	     8.5363	     9.7576	     9.7642	    11.0452	    10.8998	     8.9310	     9.5982	     5.8778	     5.9379	     8.8762	     7.2681	    10.8008	    13.2863	     5.8657	     6.9909	    12.0002	    10.8391	    10.4699	    12.1027	    11.9470	     8.9096	    10.5779	    10.7733	    10.2183	     5.9925	     6.7580	     8.4744	     5.8735	    13.4301	     8.7756	     4.5238	    13.3979	
     9.1406	     8.2247	     9.6740	     9.3199	    10.7888	    10.4795	     8.6253	     9.4133	     5.9545	     6.0355	     8.6929	     6.6169	     9.7835	    12.1682	     5.5372	     6.6603	    11.7467	    10.5649	    10.3873	    11.8118	    11.6838	     8.6293	    10.2606	    10.5702	     9.7324	     5.6592	     6.3476	     8.4128	     5.9293	    13.9876	     8.5278	     4.3751	    13.8854	
     9.2216	     8.0539	     9.6303	     8.9172	    10.4372	     9.9736	     8.2731	     9.1532	     6.5843	     6.5545	     8.7156	     6.2846	    10.4241	    14.0543	     5.3083	     6.3798	    11.3604	    10.2609	    10.1563	    11.4309	    11.2590	     8.2916	     9.8433	    10.3750	     9.2618	     5.3749	     6.0911	     8.4522	     6.5407	    15.0147	     8.2753	     3.9174	    14.2223	
     9.1911	     8.0528	     9.4105	     8.5578	     9.9655	     9.4665	     7.9542	     8.7922	     6.5262	     6.4511	     8.6486	     6.3412	    10.5837	    15.5527	     5.1604	     6.2508	    10.8408	     9.8641	     9.7639	    10.9356	    10.7081	     7.9548	     9.4017	     9.9665	     8.8124	     5.1892	     6.2283	     8.4351	     6.4795	    15.0488	     8.2878	     3.7058	    13.7173	
     9.0662	     8.1274	     8.9183	     8.3043	     9.4943	     9.1822	     7.7908	     8.5730	     5.8749	     5.8321	     8.2494	     6.3861	    10.6875	    14.7315	     5.3950	     6.5921	    10.4007	     9.4605	     9.3860	    10.4953	    10.3119	     7.7781	     9.2043	     9.3552	     8.4948	     5.3998	     6.6817	     8.2885	     5.8398	    13.5937	     8.3181	     3.9021	    13.1316	
     8.7872	     8.1426	     8.3141	     8.2643	     9.0783	     9.3497	     7.7460	     8.7087	     5.5753	     5.5461	     7.5710	     6.4144	    11.1621	    13.7748	     5.7270	     7.2767	    10.2762	     9.1822	     9.2414	    10.2739	    10.2244	     7.7196	     9.4098	     8.7203	     8.5388	     5.6919	     7.2107	     8.0130	     5.5620	    11.9428	     8.2344	     4.0856	    12.5663	
     8.4654	     8.1697	     7.8104	     8.4489	     8.6381	     9.6817	     7.5935	     8.9036	     5.5284	     5.5391	     6.8977	     6.5836	    11.3866	    14.3429	     5.9338	     7.7843	    10.3234	     9.0363	     9.2402	    10.2221	    10.2811	     7.5548	     9.6677	     8.1824	     8.8859	     5.8889	     7.4575	     7.7513	     5.6141	    11.6556	     8.2724	     4.2532	    12.2992	
     8.2172	     8.3051	     7.6606	     8.7844	     8.4019	     9.9685	     7.5078	     9.0059	     6.1065	     6.1123	     6.5232	     6.9832	    12.5539	    15.0599	     6.0464	     7.9313	    10.3511	     9.0516	     9.3338	    10.2643	    10.3307	     7.4539	     9.7908	     7.9808	     9.3673	     6.0762	     7.3385	     7.7044	     6.2513	    11.4688	     9.0012	     4.5224	    12.6478	
     8.1128	     8.3597	     7.9803	     9.0603	     8.6614	    10.0579	     7.7932	     9.0533	     7.3870	     7.3507	     6.5254	     7.3131	    14.4004	    13.6031	     5.9741	     7.7337	    10.3134	     9.2327	     9.4687	    10.3541	    10.3055	     7.7177	     9.7724	     8.3165	     9.6625	     6.0632	     7.0996	     7.8321	     7.4944	    11.7133	     9.6376	     4.7961	    13.7553	
     8.1066	     8.2331	     8.5318	     9.0866	     9.2908	     9.7888	     8.2254	     8.9389	     7.9422	     7.8860	     6.7652	     7.1315	    13.7059	    10.4464	     5.4141	     7.5587	    10.2136	     9.4082	     9.4204	    10.4189	    10.1925	     8.1317	     9.5202	     9.0701	     9.4984	     5.5110	     7.0761	     7.9603	     7.9953	    13.5381	     9.0581	     4.7376	    15.6886	
     8.1302	     8.1780	     9.0147	     8.9479	     9.8816	     9.3304	     8.4941	     8.6476	     7.3140	     7.2607	     6.9892	     6.8558	    12.4780	     9.8403	     4.9351	     7.6744	    10.0459	     9.5340	     9.1353	    10.3787	    10.0293	     8.3919	     9.1391	     9.8041	     9.0499	     4.9914	     7.2690	     8.0340	     7.3316	    14.8470	     8.1443	     4.5029	    16.9176	
     8.3191	     8.3795	     9.3790	     9.0106	    10.1965	     9.2587	     8.6327	     8.5194	     6.5497	     6.5068	     7.2898	     6.9707	    13.7383	    11.3725	     5.0536	     7.8642	    10.1014	     9.7881	     8.9864	    10.4493	    10.0712	     8.5664	     9.0740	    10.1802	     8.9360	     5.0607	     7.3866	     8.2153	     6.5578	    14.2015	     7.9871	     4.4119	    16.4655	
     8.7786	     8.8252	     9.6615	     9.4586	    10.1542	     9.8128	     8.6638	     8.7621	     6.3534	     6.3710	     7.5506	     7.4288	    14.8537	    12.5349	     5.1223	     7.9944	    10.4213	    10.1802	     9.1637	    10.7575	    10.3519	     8.6226	     9.4895	    10.1705	     9.4904	     5.1393	     7.5051	     8.6099	     6.3968	    12.3326	     8.5400	     4.4748	    15.5755	
     9.1792	     9.1558	     9.7559	     9.8059	     9.8424	    10.3589	     8.4860	     8.9947	     6.5688	     6.5949	     7.6216	     7.6423	    12.1436	    13.1574	     5.2892	     7.9694	    10.5746	    10.3766	     9.3363	    10.9695	    10.5240	     8.4408	     9.8601	     9.9197	    10.1001	     5.3399	     7.6283	     8.9432	     6.6506	    11.2877	     8.9186	     4.4823	    15.4006	
     9.3145	     9.2063	     9.7731	     9.8185	     9.7553	    10.4931	     8.3197	     9.0998	     7.1057	     7.0878	     7.8061	     7.4043	    11.6597	    12.6914	     5.9108	     7.8198	    10.5572	    10.3631	     9.4995	    10.9823	    10.5454	     8.3065	     9.9623	     9.8637	    10.2771	     5.9710	     7.6349	     9.0540	     7.1598	    12.1881	     8.7245	     4.2875	    15.0750	
     9.2715	     9.0213	     9.8173	     9.6651	     9.9574	    10.3169	     8.3167	     9.0668	     7.0191	     6.9654	     8.1012	     7.0178	    12.0704	    11.8260	     6.4745	     7.5580	    10.5358	    10.3126	     9.6375	    10.9258	    10.5564	     8.3639	     9.8584	    10.0415	    10.0868	     6.4429	     7.5822	     8.9915	     7.0323	    13.8008	     8.4473	     4.1377	    14.5945	
     8.9698	     8.5625	     9.6395	     9.3582	     9.8907	     9.9148	     8.1071	     8.7862	     6.5368	     6.4195	     8.0809	     6.6316	    11.7257	    11.1159	     6.3384	     7.2595	    10.3112	    10.1051	     9.4605	    10.6942	    10.3287	     8.1670	     9.5275	     9.9279	     9.6924	     6.2825	     7.3909	     8.6461	     6.5411	    13.8549	     8.2040	     4.0342	    13.9920	
     8.5827	     8.1489	     9.2738	     9.0643	     9.4360	     9.5597	     7.6352	     8.5081	     6.1700	     6.0170	     7.8951	     6.6821	    12.3186	    10.9126	     5.8745	     7.1963	     9.8884	     9.8106	     9.0219	    10.3245	     9.8568	     7.6249	     9.2406	     9.4504	     9.3786	     5.8810	     7.0785	     8.2246	     6.1341	    12.5323	     7.9682	     4.0502	    13.3031	
     8.3857	     8.1371	     9.0356	     9.0693	     8.9133	     9.4303	     7.1832	     8.3237	     5.5581	     5.4971	     7.8638	     7.3006	    12.5790	    11.3626	     5.8653	     7.2046	     9.4402	     9.6347	     8.5915	    10.0438	     9.3791	     7.1302	     9.1017	     8.9666	     9.3311	     5.9240	     6.9555	     8.1167	     5.5305	    11.5701	     8.1654	     4.2013	    12.6872	
     8.5217	     8.5124	     9.0752	     9.4172	     8.6751	     9.5923	     7.0852	     8.2197	     5.8180	     5.7973	     8.0213	     8.1187	    11.4593	    13.4040	     6.2161	     7.0849	     9.1503	     9.6625	     8.3918	     9.9564	     9.1093	     7.0291	     9.1522	     8.8085	     9.5842	     6.2739	     7.1764	     8.4213	     5.8330	    11.6218	     9.1779	     4.3342	    12.3132	
     8.8907	     8.8305	     9.2403	     9.6984	     8.6978	     9.8206	     7.3479	     8.3107	     6.4560	     6.3777	     8.2129	     8.5867	    10.9381	    14.5354	     6.5571	     7.0637	     9.0827	     9.7686	     8.5524	     9.9587	     9.0848	     7.2846	     9.3077	     8.8978	     9.7954	     6.5558	     7.4661	     8.8385	     6.5058	    12.2449	    10.0851	     4.4877	    12.5414	
     9.0696	     8.7867	     9.3029	     9.6483	     8.6712	     9.8492	     7.6079	     8.5484	     6.5709	     6.4385	     8.1407	     8.4923	    11.9700	    13.1341	     6.5567	     7.1141	     9.1655	     9.8417	     8.9648	     9.9342	     9.1537	     7.5612	     9.3355	     8.9016	     9.7073	     6.4789	     7.5297	     9.0036	     6.6206	    12.0130	     9.7890	     4.5705	    13.5199	
     9.0797	     8.7287	     9.4335	     9.5557	     8.7889	     9.8538	     7.8998	     8.8449	     6.4465	     6.3209	     7.9172	     8.3235	    12.9291	    12.2057	     6.2329	     7.0656	     9.3832	     9.9977	     9.4710	    10.0371	     9.3458	     7.8495	     9.3605	     9.0111	     9.6158	     6.1135	     7.3699	     8.9714	     6.4608	    11.3050	     8.8605	     4.3619	    13.7849	
     8.9573	     8.7294	     9.5588	     9.4266	     9.0443	     9.6857	     8.1751	     8.8809	     6.2119	     6.1870	     7.7579	     8.1203	    12.6202	    12.0709	     6.0744	     6.7258	     9.5534	    10.0745	     9.7970	    10.1529	     9.4865	     8.1046	     9.2554	     9.2629	     9.4834	     5.9800	     6.8852	     8.7989	     6.2475	    11.6798	     8.1309	     4.1281	    12.7616	
     8.5684	     8.5028	     9.4021	     9.0952	     9.0361	     9.2375	     8.2700	     8.6497	     6.1472	     6.2215	     7.4926	     7.8101	    10.2566	    11.8670	     6.5131	     6.2688	     9.5373	     9.8981	     9.8818	    10.0715	     9.4476	     8.2013	     8.9130	     9.2283	     9.1458	     6.3920	     6.3140	     8.4166	     6.2292	    12.1896	     7.9739	     4.2401	    11.9047	
     8.0640	     8.1236	     9.1526	     8.7871	     8.8714	     8.9385	     8.2945	     8.5569	     6.2716	     6.3350	     7.1540	     7.4208	     7.7408	    12.0459	     7.3303	     6.0469	     9.5305	     9.6989	     9.9066	     9.9668	     9.4305	     8.2460	     8.7008	     9.0226	     8.8632	     7.2039	     5.8729	     7.9707	     6.3571	    11.8707	     8.2843	     4.4758	    12.0860	
     7.8254	     7.9921	     9.1462	     8.8787	     8.9140	     9.1126	     8.3891	     8.7680	     6.5435	     6.6003	     7.1268	     7.2412	     9.1427	    12.6230	     7.3984	     6.2430	     9.7331	     9.7099	    10.0743	    10.0381	     9.6666	     8.3619	     8.8969	     9.0222	     8.9270	     7.2951	     5.8707	     7.7396	     6.6356	    11.7654	     8.7490	     4.3838	    12.2476	
     8.0317	     8.3812	     9.4360	     9.3017	     9.0521	     9.5387	     8.4900	     9.0614	     6.7644	     6.7757	     7.3733	     7.4602	    11.1221	    11.8671	     6.9671	     6.4364	    10.0866	     9.9445	    10.4143	    10.3318	    10.0509	     8.4824	     9.3186	     9.1717	     9.2855	     6.8565	     6.2300	     7.9283	     6.8508	    11.6798	     9.0437	     4.0994	    12.2728	
     8.6864	     9.0907	     9.8846	     9.7967	     9.2556	    10.0339	     8.6446	     9.3664	     7.4216	     7.3013	     7.6202	     7.8018	    13.5047	    10.7298	     7.0065	     6.6058	    10.5000	    10.4014	    10.8170	    10.7936	    10.4754	     8.6300	     9.8008	     9.3994	     9.8363	     6.8925	     6.5517	     8.5255	     7.4353	    11.3681	     9.2110	     4.0634	    12.7621	
     9.4073	     9.6539	    10.4758	    10.2410	     9.8317	    10.5510	     9.0726	     9.7682	     8.4914	     8.2857	     7.7854	     8.0640	    13.4428	    12.7940	     7.1092	     7.0558	    11.0094	    11.0400	    11.1930	    11.4003	    11.0061	     9.0657	    10.2891	     9.9834	    10.4317	     7.0102	     6.9282	     9.2169	     8.4030	    12.0878	     9.3607	     4.2211	    13.3209	
     9.7364	     9.7826	    10.9680	    10.5873	    10.5284	    10.9213	     9.6518	    10.0543	     8.8629	     8.6819	     7.8729	     8.1622	    13.6952	    15.0123	     7.3239	     7.4292	    11.4822	    11.6094	    11.3956	    12.0128	    11.4757	     9.6742	    10.5849	    10.6693	    10.8847	     7.2165	     7.2229	     9.6398	     8.7485	    12.9375	     9.2861	     4.3165	    13.0522	
     9.6616	     9.5373	    11.1325	    10.6858	    10.9617	    11.0125	    10.0192	    10.0970	     8.4815	     8.3478	     7.9668	     7.9437	    14.6458	    14.2500	     7.2474	     7.4284	    11.7127	    11.7983	    11.3455	    12.3285	    11.6854	    10.0663	    10.5655	    11.0842	    11.0412	     7.1239	     7.2503	     9.6528	     8.4606	    13.2844	     9.0192	     4.2615	    12.2373	
     9.3284	     9.1107	    10.9085	    10.3524	    10.9350	    10.5939	     9.9063	     9.8034	     7.8361	     7.7506	     7.9449	     7.5049	    12.6806	    12.8695	     6.6844	     7.2248	    11.5293	    11.5119	    10.9706	    12.1545	    11.4983	     9.9315	    10.1594	    11.0488	    10.6541	     6.5674	     7.0395	     9.3453	     7.8822	    13.4194	     8.5941	     4.2636	    11.9872	
     8.9562	     8.7593	    10.3558	     9.7833	    10.4668	     9.9431	     9.4508	     9.3331	     7.3927	     7.3376	     7.4331	     7.2645	    11.4021	    12.4407	     6.0598	     7.0249	    11.0826	    10.9578	    10.4366	    11.6175	    11.0754	     9.4653	     9.5987	    10.5695	     9.9756	     5.9842	     6.6842	     8.9552	     7.4204	    12.4917	     7.9269	     4.4464	    13.0818	
     8.7351	     8.6775	     9.8522	     9.3312	    10.0251	     9.4789	     9.1538	     9.0758	     7.0744	     7.0150	     6.7774	     7.3648	    12.0814	    11.3138	     5.8464	     6.9651	    10.6946	    10.4258	    10.0969	    11.0393	    10.6900	     9.1714	     9.2501	    10.0864	     9.4611	     5.8318	     6.5519	     8.7037	     7.0551	    11.3629	     7.0629	     4.3942	    14.4278	
     8.6273	     8.6865	     9.6719	     9.1105	     9.8822	     9.2843	     9.0986	     9.1161	     7.1531	     7.1734	     6.5669	     7.2742	    11.8161	    11.4446	     6.0918	     7.2148	    10.5065	    10.0596	     9.9869	    10.6702	    10.4815	     9.1265	     9.1457	     9.8667	     9.1960	     6.1074	     6.6525	     8.6012	     7.1714	    11.0405	     6.4428	     4.0819	    15.0341	
     8.5596	     8.7236	     9.6146	     9.0001	     9.7420	     9.2091	     8.9585	     9.0978	     7.0599	     7.1606	     6.5179	     6.8518	    11.7375	    12.1751	     6.2902	     7.4368	    10.4324	     9.8842	     9.8668	    10.5297	    10.4081	     8.9672	     9.0821	     9.6610	     9.0494	     6.2693	     6.5843	     8.5648	     7.1394	    10.6415	     6.3877	     3.7351	    14.9467	
     8.6204	     8.9636	     9.5553	     8.9656	     9.6564	     9.1775	     8.8548	     8.9918	     7.0868	     7.1335	     6.4651	     6.6689	    10.9307	    11.0293	     6.4549	     7.3211	    10.4607	     9.9070	     9.7990	    10.5539	    10.4554	     8.8683	     9.0381	     9.5260	     8.9629	     6.4505	     6.3962	     8.6490	     7.1245	    10.5661	     6.6435	     3.5596	    14.4040	
     8.7754	     9.1342	     9.4418	     8.9114	     9.6137	     9.0125	     8.7628	     8.8635	     7.3066	     7.2614	     6.4038	     6.7205	     9.4667	    10.1510	     6.5067	     7.0323	    10.3797	     9.8896	     9.7631	    10.5290	    10.3841	     8.8179	     8.9583	     9.4675	     8.8560	     6.5703	     6.2021	     8.7555	     7.3036	    10.9749	     6.8848	     3.5474	    14.1494	
     8.9477	     9.1474	     9.3721	     8.9014	     9.5400	     8.8799	     8.5901	     8.7687	     6.9453	     6.8845	     6.4454	     6.7721	    11.1667	    11.6488	     6.2251	     6.8905	    10.1830	     9.8138	     9.6722	    10.4356	    10.1720	     8.6765	     8.8908	     9.3970	     8.7911	     6.3372	     6.0663	     8.8235	     6.9418	    11.5159	     7.1896	     3.7100	    14.9026	
     9.0929	     9.1022	     9.3400	     8.9359	     9.5175	     8.7814	     8.3769	     8.6726	     6.3674	     6.3402	     6.6488	     6.8473	    12.1296	    12.1438	     6.0208	     6.9021	     9.9519	     9.7621	     9.4676	    10.3536	     9.9433	     8.4618	     8.7683	     9.3787	     8.7514	     6.1420	     5.9377	     8.8896	     6.3745	    11.7992	     7.5480	     3.8309	    15.4854	
     9.1457	     8.9527	     9.2224	     8.9227	     9.5083	     8.6038	     8.1036	     8.4835	     6.0822	     6.0440	     6.8755	     6.8424	    13.3962	    10.6024	     5.7384	     6.8338	     9.6714	     9.7137	     9.0740	    10.2790	     9.6726	     8.1370	     8.5280	     9.3385	     8.6561	     5.8549	     5.7001	     8.8742	     6.0406	    11.6293	     7.4298	     3.9143	    15.1666	
     9.1033	     8.7529	     9.0635	     8.9637	     9.6010	     8.6326	     8.0590	     8.5103	     6.2422	     6.1960	     6.9145	     6.9958	    12.2921	    10.4827	     5.3524	     6.8913	     9.6121	     9.7398	     8.8973	    10.3246	     9.6385	     8.0490	     8.5688	     9.3359	     8.7651	     5.4610	     5.5995	     8.7157	     6.1283	    11.0587	     7.5097	     4.0764	    15.1251	
     9.0193	     8.5984	     9.0485	     9.0617	     9.8900	     8.9767	     8.4465	     8.9408	     7.1826	     7.1120	     6.8924	     7.5336	     9.6943	    12.8910	     5.3610	     7.3398	     9.8968	     9.8319	     9.2384	    10.5022	     9.9632	     8.3864	     9.0465	     9.4642	     9.0377	     5.4470	     5.9044	     8.5504	     7.0594	    11.0785	     8.5372	     4.2067	    15.3721	
     8.8048	     8.3490	     8.9613	     8.9462	     9.9961	     9.1686	     8.7996	     9.3245	     8.2506	     8.1194	     6.8962	     7.8176	    10.0627	    13.9043	     5.8957	     7.7673	    10.1373	     9.7449	     9.6552	    10.5569	    10.2110	     8.7084	     9.3655	     9.4612	     9.0333	     5.9315	     6.3606	     8.3279	     8.1566	    12.3223	     9.3365	     4.1543	    14.5034	
     8.3821	     7.8705	     8.7059	     8.4657	     9.8069	     8.8408	     8.8732	     9.3726	     8.7828	     8.6278	     6.8047	     7.2352	    10.6215	    12.8081	     6.1843	     7.8712	    10.0871	     9.3840	     9.8490	    10.3046	    10.1531	     8.7788	     9.1886	     9.2331	     8.5109	     6.1703	     6.4975	     7.8609	     8.7162	    13.2932	     8.9638	     4.1253	    12.7468	
     7.9628	     7.4284	     8.5899	     7.8906	     9.6324	     8.3477	     8.9043	     9.2677	     8.7820	     8.6299	     6.7784	     6.2990	    11.6387	    12.1743	     6.2562	     7.7881	     9.9757	     9.0535	    10.0004	    10.0067	    10.0477	     8.8409	     8.8728	     9.0888	     7.8090	     6.2400	     6.3462	     7.3066	     8.7303	    12.7485	     8.0407	     4.2904	    11.3656	
     7.9434	     7.4436	     8.8325	     7.6912	     9.6592	     8.1855	     8.9367	     9.1321	     8.3960	     8.2883	     7.0449	     6.2022	    13.8482	    12.8452	     6.4592	     7.5551	    10.0362	     9.0431	    10.1361	     9.9547	    10.0667	     8.9383	     8.7511	     9.2588	     7.5264	     6.4656	     6.1361	     7.2403	     8.3744	    12.2635	     7.8236	     4.3710	    11.1257	
     8.2954	     7.8441	     9.1846	     7.9668	     9.7805	     8.4007	     8.9082	     8.9931	     7.8614	     7.8273	     7.4720	     6.9718	    15.2345	    13.5413	     6.7963	     7.2822	    10.1734	     9.2381	    10.1130	    10.1209	    10.1388	     8.9425	     8.8182	     9.5826	     7.7948	     6.8141	     6.0411	     7.7112	     7.8822	    12.8946	     8.5957	     4.2250	    11.9046	
     8.6144	     8.2425	     9.3414	     8.4115	     9.7858	     8.7492	     8.7709	     8.8294	     7.5276	     7.5924	     7.8350	     7.7331	    15.7307	    14.8507	     7.0527	     7.0475	    10.0794	     9.3964	     9.8262	    10.2614	    10.0548	     8.8235	     8.9235	     9.7774	     8.3444	     7.0380	     6.0534	     8.2052	     7.5478	    13.3662	     9.8228	     3.9994	    13.0972	
     8.7368	     8.4425	     9.3988	     8.7047	     9.7345	     9.0041	     8.6840	     8.5760	     7.1060	     7.2648	     8.0225	     7.9700	    14.0580	    13.9495	     6.9368	     6.8202	     9.7186	     9.4667	     9.3911	    10.2948	     9.7587	     8.7203	     8.8966	     9.8829	     8.8674	     6.8895	     6.0812	     8.4286	     7.1341	    13.7463	    10.7144	     3.9234	    13.6691	
     8.7801	     8.4197	     9.2778	     8.5254	     9.5835	     8.7614	     8.6029	     8.2286	     6.7386	     6.8316	     7.9193	     7.7135	    11.7931	    11.6901	     6.6371	     6.7399	     9.2288	     9.2876	     9.0682	    10.0711	     9.3344	     8.5759	     8.5566	     9.7555	     8.8248	     6.6070	     6.0746	     8.5279	     6.7536	    13.9781	    10.4319	     4.1150	    13.5222	
     8.7403	     8.2244	     8.8078	     7.9726	     9.0945	     8.0607	     8.2565	     7.9214	     6.8253	     6.7650	     7.4943	     7.3088	    11.4748	    11.2550	     6.4481	     6.6080	     8.7449	     8.8446	     8.9633	     9.5661	     8.8511	     8.2214	     8.0100	     9.2295	     8.1849	     6.4708	     5.8974	     8.5793	     6.7785	    13.9079	     9.2809	     4.3646	    13.3405	
     8.5982	     7.9719	     8.3542	     7.6049	     8.5627	     7.5076	     7.8759	     7.7409	     7.0569	     6.9519	     7.0622	     7.0358	    13.0300	    11.7048	     6.0268	     6.5962	     8.4207	     8.4893	     8.9524	     9.1006	     8.4670	     7.8583	     7.6197	     8.6266	     7.6187	     6.0392	     5.9486	     8.5610	     7.0292	    13.4949	     8.5311	     4.4671	    13.5212	
     8.3189	     7.7411	     8.0510	     7.4234	     8.0271	     7.1210	     7.4696	     7.4881	     7.2234	     7.1666	     6.7976	     6.7917	    14.6620	    11.1800	     5.6544	     6.4287	     8.1605	     8.2455	     8.7842	     8.7244	     8.1534	     7.4854	     7.2724	     8.0397	     7.2989	     5.6558	     5.8373	     8.4122	     7.2381	    12.2813	     8.0292	     4.4452	    13.3249	
     7.9431	     7.4899	     7.8948	     7.2303	     7.5979	     6.7239	     6.9740	     7.2049	     7.3904	     7.3912	     6.8930	     6.4739	    13.9561	    10.5317	     5.7906	     5.9385	     7.8757	     7.9535	     8.3992	     8.3830	     7.8718	     7.0318	     6.8782	     7.6954	     7.0070	     5.8264	     5.1893	     8.0943	     7.3947	    12.2356	     7.5046	     4.2943	    13.2068	
     7.6105	     7.2619	     7.9810	     7.1712	     7.7168	     6.7279	     6.9759	     7.4593	     7.9842	     8.0842	     7.1726	     6.1902	    12.1630	    11.3707	     6.1294	     6.1197	     7.9241	     7.8388	     8.3628	     8.3095	     7.9495	     7.0136	     6.9653	     7.9160	     6.9397	     6.2124	     4.9558	     7.7535	     8.0020	    13.1206	     6.9985	     4.2217	    13.9930	
     7.3377	     7.0494	     7.9032	     7.1063	     7.7315	     7.0170	     7.1467	     7.8854	     8.1280	     8.2699	     7.1131	     6.0508	    12.0489	    12.1053	     6.3327	     6.7221	     8.0934	     7.7061	     8.5932	     8.2444	     8.1102	     7.1484	     7.3293	     7.9396	     6.9701	     6.4665	     5.3351	     7.4504	     8.1987	    12.4095	     6.7379	     4.3415	    15.3078	
     7.0533	     6.6529	     7.4719	     6.6945	     7.2949	     6.9663	     7.0222	     7.8625	     7.7800	     7.8328	     6.8180	     5.8209	    12.4144	    11.1113	     6.5396	     6.7677	     7.9710	     7.3236	     8.6112	     7.8668	     7.9714	     7.0431	     7.3696	     7.4809	     6.6833	     6.6797	     5.4360	     7.0857	     7.8694	    11.0547	     6.7516	     4.4572	    15.7490	
     6.8218	     6.1621	     7.1472	     6.1584	     7.0213	     6.5741	     6.8350	     7.5988	     7.5864	     7.5705	     6.7384	     5.4640	    12.3972	    10.3892	     6.8296	     6.5418	     7.7021	     6.9755	     8.4952	     7.4431	     7.7304	     6.8950	     7.1597	     7.2048	     6.1355	     6.9238	     5.2830	     6.7614	     7.7042	    11.0721	     6.6766	     4.4082	    14.8074	
     6.6730	     5.9561	     7.2827	     6.0486	     7.1278	     6.2126	     6.6575	     7.3935	     7.2337	     7.2594	     6.9181	     5.4966	    12.7247	    10.7990	     7.0637	     6.3674	     7.5277	     6.9895	     8.3830	     7.3383	     7.5768	     6.7264	     6.9241	     7.4023	     5.8310	     7.1009	     5.1994	     6.5962	     7.3792	    11.9900	     6.9321	     4.1117	    13.2054	
     6.5361	     5.9716	     7.6405	     6.3970	     7.2251	     5.9838	     6.4608	     7.2215	     6.9830	     7.0262	     7.0301	     5.7448	    12.4294	     9.9416	     7.3213	     6.1402	     7.4073	     7.3051	     8.2125	     7.5281	     7.4490	     6.5158	     6.7046	     7.6624	     5.8877	     7.3256	     5.1446	     6.5098	     7.1069	    12.2517	     7.1509	     3.7243	    12.5953	
     6.2952	     5.8560	     7.7498	     6.7418	     6.9599	     5.8796	     6.1140	     6.9012	     7.0299	     7.0456	     6.7924	     5.7078	    12.7793	     9.2578	     7.1373	     5.9182	     7.1946	     7.5924	     7.7347	     7.7482	     7.2109	     6.1395	     6.5028	     7.6152	     6.0966	     7.1639	     5.0753	     6.2396	     7.1006	    11.1898	     6.6227	     3.5081	    12.9819	
     6.3488	     5.8199	     7.7588	     6.9025	     6.8095	     5.9948	     5.8455	     6.6252	     6.5647	     6.5692	     6.6133	     5.6180	    13.0254	    11.0938	     6.4350	     5.8283	     7.1006	     7.7887	     7.2312	     7.9515	     7.0845	     5.8472	     6.4339	     7.5599	     6.3071	     6.4460	     5.0337	     6.0846	     6.5872	    10.7844	     6.2080	     3.5534	    13.4633	
