[Subject]	
[Date]	01/01/2007
[Time]	00:56:52
[Channels]	33
[Rate]	500.000000
[Type]	Average
[Points]	751
[Xmin]	-200.00000
[Sweeps]	110
[Accepted]	40
[Rejected]	70
[Domain]	Time
[Rows]	Points
[Electrode Labels]
[     FP1]	[     FP2]	[      F3]	[      F4]	[      C3]	[      C4]	[      P3]	[      P4]	[      O1]	[      O2]	[      F7]	[      F8]	[      T3]	[      T4]	[      T5]	[      T6]	[      CZ]	[      FZ]	[      PZ]	[     FCZ]	[     CPZ]	[     CP3]	[     CP4]	[     FC3]	[     FC4]	[     TP7]	[     TP8]	[     FPZ]	[      OZ]	[     FT7]	[     FT8]	[      A1]	[     BP1]	
[Electrode XUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Electrode YUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Average Data]
     8.1643	     8.1499	     8.1697	     7.3990	     6.8947	     6.2407	     6.1130	     6.9733	     6.8298	     6.7651	     6.9290	     7.1899	    12.6448	     9.9076	     5.2694	     5.6858	     6.9216	     8.3122	     8.2920	     7.9134	     6.8778	     6.1885	     6.1957	     7.5765	     6.7418	     5.2505	     5.4206	     8.5965	     6.7741	    11.8045	     7.8440	     3.3550	    15.1486	
     8.2359	     7.8643	     8.2392	     7.4289	     6.8133	     6.2865	     6.1681	     6.9381	     6.9698	     6.8744	     7.0452	     6.9880	    12.7893	    10.9797	     4.9105	     5.3386	     7.2825	     8.5013	     8.5407	     8.1938	     7.1786	     6.2775	     6.2064	     7.5730	     6.8312	     4.9165	     5.2500	     8.5326	     6.9317	    11.0253	     7.2654	     3.2379	    13.1115	
     8.0867	     7.5182	     8.3357	     7.6373	     6.8157	     6.6681	     6.3676	     7.2089	     7.5865	     7.4582	     6.9576	     6.5636	    12.5575	    11.7856	     5.0161	     5.5708	     7.8160	     8.8149	     8.8996	     8.6704	     7.6989	     6.4204	     6.6347	     7.6180	     7.0515	     5.0565	     5.3078	     8.2022	     7.5601	    10.9109	     6.7270	     3.1067	    11.6869	
     8.0797	     7.6225	     8.5436	     7.9884	     7.0259	     7.1245	     6.4455	     7.3726	     7.3249	     7.2079	     6.7355	     6.5242	    11.8262	    11.4852	     5.4053	     5.9242	     8.2242	     9.1570	     9.0814	     9.1288	     8.1083	     6.4540	     7.0406	     7.8049	     7.3855	     5.4534	     5.5217	     7.9736	     7.2829	    11.2769	     6.5691	     3.0768	    11.6730	
     8.1995	     7.9339	     8.8190	     8.2391	     7.4672	     7.3101	     6.5816	     7.2997	     6.5967	     6.5155	     6.6698	     6.8323	    10.4637	    11.0358	     5.6578	     5.9636	     8.4267	     9.4041	     9.0986	     9.3954	     8.3464	     6.5303	     7.1748	     8.1797	     7.5087	     5.7066	     5.5826	     7.9260	     6.5490	    11.7964	     6.9544	     3.2510	    12.5654	
     8.0849	     8.0783	     8.9955	     8.3738	     7.8420	     7.4076	     6.8068	     7.2899	     6.4332	     6.3423	     6.6243	     7.0080	    12.8894	    11.6049	     5.6825	     5.9708	     8.5341	     9.5323	     9.1392	     9.4918	     8.5053	     6.7051	     7.2992	     8.4555	     7.5827	     5.7852	     5.6238	     7.8234	     6.4263	    11.8119	     7.5164	     3.3879	    12.3740	
     7.8816	     8.0227	     9.0429	     8.4879	     8.0957	     7.5379	     7.0094	     7.4598	     6.7347	     6.6641	     6.6137	     7.0207	    13.2757	    11.8410	     5.6912	     6.1866	     8.6110	     9.6217	     9.1383	     9.5701	     8.6013	     6.8986	     7.4893	     8.5917	     7.7465	     5.8049	     5.8049	     7.6851	     6.7994	    11.2075	     8.0055	     3.4129	    11.9132	
     7.7825	     7.9386	     9.2303	     8.6645	     8.6087	     7.6431	     7.3619	     7.6809	     7.0487	     7.0214	     6.9969	     7.1092	    10.8785	    10.8276	     5.5999	     6.5678	     8.7723	     9.8426	     9.1162	     9.8156	     8.7518	     7.2603	     7.6605	     8.9840	     7.9082	     5.6754	     6.0180	     7.6298	     7.1185	    11.8867	     8.4135	     3.3911	    11.6703	
     7.8939	     8.1203	     9.6645	     8.9225	     9.2259	     7.6800	     7.9135	     7.7365	     7.0986	     7.0778	     7.5119	     7.4796	    11.1595	     9.6245	     5.4081	     6.7609	     9.0319	    10.1969	     9.2130	    10.2144	     9.0110	     7.8084	     7.6776	     9.5466	     8.0734	     5.4498	     6.0735	     7.8268	     7.1584	    12.7626	     8.6985	     3.4017	    11.2517	
     8.1675	     8.4237	     9.9256	     9.0017	     9.4624	     7.6456	     8.2585	     7.5821	     7.1027	     7.0294	     7.7030	     7.8926	    12.5017	    10.0619	     5.4058	     6.7326	     9.1126	    10.3512	     9.2896	    10.3946	     9.0956	     8.1630	     7.5127	     9.7500	     8.1483	     5.4027	     6.0040	     8.2207	     7.1778	    12.1345	     8.7905	     3.5221	    11.1586	
     8.4137	     8.4697	     9.8454	     8.7758	     9.3768	     7.5507	     8.2463	     7.4314	     7.0503	     6.9610	     7.6976	     7.9480	    12.4715	    11.2901	     5.5194	     6.7813	     8.9352	    10.1785	     9.2245	    10.2362	     8.9356	     8.2101	     7.3176	     9.6129	     8.0749	     5.4889	     6.0296	     8.4873	     7.1545	    11.4657	     8.9333	     3.6506	    11.6565	
     8.6527	     8.3929	     9.8612	     8.6397	     9.4514	     7.5663	     8.2477	     7.2912	     6.6556	     6.5553	     8.0125	     7.6327	    11.0303	    11.3903	     5.7058	     6.6085	     8.8877	    10.1091	     9.1426	    10.1677	     8.8773	     8.3124	     7.2633	     9.6919	     8.0977	     5.6625	     6.1176	     8.6098	     6.7290	    12.1569	     8.9301	     3.7482	    12.6523	
     9.0243	     8.5464	    10.1556	     8.8935	     9.7847	     8.0055	     8.5455	     7.2893	     6.2629	     6.1121	     8.6147	     7.3076	    11.3011	    11.6314	     6.3429	     6.0740	     9.1922	    10.3876	     9.2042	    10.4909	     9.1344	     8.6616	     7.4951	    10.0667	     8.5112	     6.3024	     6.0622	     8.8255	     6.2631	    12.9671	     8.4048	     4.0923	    13.5271	
     9.4175	     8.7636	    10.2652	     9.1202	     9.8802	     8.5006	     8.8087	     7.4581	     6.4549	     6.2886	     8.9149	     7.1505	    13.2704	    12.6030	     6.9238	     5.6650	     9.4249	    10.5635	     9.3039	    10.7486	     9.3414	     8.9091	     7.8233	    10.1767	     8.9362	     6.8764	     5.8402	     9.1090	     6.3893	    13.0485	     7.5884	     4.3695	    13.8316	
     9.4763	     8.6084	     9.9307	     8.8763	     9.5372	     8.4098	     8.7319	     7.3713	     6.7931	     6.6092	     8.7415	     7.1341	    12.4033	    12.1878	     6.8295	     5.5503	     9.2356	    10.2425	     9.2273	    10.4915	     9.1604	     8.7786	     7.7624	     9.8353	     8.8322	     6.7399	     5.6976	     9.1784	     6.7104	    12.5395	     7.2903	     4.1688	    13.5416	
     9.2650	     8.2173	     9.3961	     8.4001	     9.0838	     7.9890	     8.4809	     7.1708	     6.9298	     6.8263	     8.4550	     7.2162	    10.8082	    12.1982	     6.2576	     5.7228	     8.9643	     9.6789	     9.1441	     9.9930	     8.8715	     8.4858	     7.5240	     9.3321	     8.3764	     6.1802	     5.9013	     9.0271	     6.8880	    11.3600	     7.4606	     3.7103	    13.0121	
     8.8213	     7.7947	     8.8910	     8.0036	     8.6698	     7.6701	     8.1949	     7.1729	     6.9918	     7.0042	     8.1138	     7.0695	    10.3846	    13.2254	     5.6693	     6.2004	     8.8870	     9.2439	     9.2241	     9.6495	     8.7641	     8.2259	     7.5028	     8.8303	     7.8960	     5.6252	     6.1846	     8.6343	     6.9816	    10.1843	     7.6480	     3.5316	    13.2101	
     7.9796	     7.3164	     8.2848	     7.6731	     8.3008	     7.4719	     7.9523	     7.2106	     7.3871	     7.3517	     7.5360	     6.7228	     9.7670	    12.8526	     5.4257	     6.7057	     8.8079	     8.8294	     9.3240	     9.3849	     8.7037	     8.0216	     7.5708	     8.2106	     7.4922	     5.4316	     6.1549	     7.9198	     7.3434	     9.5071	     8.0168	     3.6040	    13.5955	
     7.1415	     7.0307	     7.6368	     7.4175	     8.1053	     7.2437	     7.8630	     7.1226	     7.6302	     7.6178	     7.0050	     6.7257	    11.1252	    11.2497	     5.6514	     6.9464	     8.6119	     8.4214	     9.3166	     9.1088	     8.5365	     7.9063	     7.4389	     7.6924	     7.2300	     5.6732	     5.8256	     7.2366	     7.5977	     9.7493	     8.2957	     3.5754	    13.0410	
     6.8006	     7.1028	     7.4137	     7.3885	     8.3315	     7.0905	     8.0524	     7.1126	     7.6566	     7.6733	     6.9067	     6.9376	    12.3502	    12.1477	     6.2345	     7.0303	     8.5049	     8.3042	     9.3328	     9.0218	     8.4422	     8.0808	     7.2888	     7.7460	     7.1582	     6.2226	     5.7443	     6.9939	     7.6494	    11.1809	     8.5043	     3.4362	    12.9151	
     6.8519	     7.2575	     7.5816	     7.4380	     8.5951	     7.0089	     8.2334	     7.2254	     7.4745	     7.4807	     7.0377	     6.7746	    12.5069	    13.7870	     6.8596	     7.0537	     8.4836	     8.4254	     9.4281	     9.0513	     8.4242	     8.2818	     7.1967	     8.0784	     7.0882	     6.8370	     5.9072	     7.0214	     7.4882	    12.0475	     8.4850	     3.4423	    13.6983	
     6.9177	     7.2561	     7.5806	     7.3788	     8.3752	     6.8698	     8.0690	     7.1414	     7.2842	     7.2514	     7.1352	     6.2855	    12.9075	    12.3151	     6.8888	     6.8622	     8.3419	     8.4293	     9.4098	     8.9450	     8.3313	     8.1232	     6.9668	     8.0371	     6.9567	     6.9136	     5.7152	     7.0346	     7.3029	    11.1778	     7.6543	     3.6398	    13.8872	
     6.9754	     7.3185	     7.3950	     7.4157	     7.7590	     6.7524	     7.7275	     6.9464	     7.3463	     7.2232	     7.2420	     5.9705	    12.5090	    11.3187	     6.5446	     6.5307	     8.1845	     8.3426	     9.3167	     8.8090	     8.2163	     7.7464	     6.7312	     7.5742	     6.9438	     6.6143	     5.3552	     7.0994	     7.3426	     9.6276	     6.5958	     3.7224	    13.2135	
     7.1646	     7.6537	     7.4850	     7.6394	     7.3441	     6.7695	     7.5546	     6.9769	     7.1814	     7.0069	     7.5082	     5.9134	    10.3721	    11.1132	     6.6026	     6.3430	     8.2177	     8.4101	     9.3788	     8.8188	     8.2365	     7.5658	     6.7340	     7.2976	     7.0632	     6.6705	     5.3160	     7.3280	     7.1293	     9.9973	     6.0960	     3.7585	    12.3604	
     7.4295	     7.9789	     7.8796	     7.8999	     7.5555	     6.9540	     7.7612	     7.2784	     7.0127	     6.8276	     7.8448	     5.9552	     9.4468	     9.3328	     6.8358	     6.4817	     8.4133	     8.6091	     9.6007	     8.9565	     8.3889	     7.7947	     6.9596	     7.6249	     7.2576	     6.9012	     5.5559	     7.5695	     6.9297	    11.8895	     6.0654	     3.8342	    12.3956	
     7.6934	     8.1581	     8.2982	     8.1795	     8.1360	     7.3253	     8.2332	     7.7300	     7.1655	     7.0096	     8.0638	     5.9705	    10.6745	    10.4765	     6.7071	     6.7823	     8.7090	     8.8526	     9.8055	     9.1519	     8.6201	     8.3323	     7.3120	     8.2417	     7.5594	     6.7276	     5.8954	     7.7418	     7.0984	    12.8428	     6.2615	     3.8843	    12.5723	
     8.0453	     8.3618	     8.6513	     8.5174	     8.7393	     7.7548	     8.7322	     8.1704	     7.6434	     7.5038	     8.3089	     6.0948	    12.6202	    12.6724	     6.5259	     7.1289	     9.0194	     9.1541	     9.9620	     9.4126	     8.8857	     8.8841	     7.7014	     8.8217	     7.8818	     6.5070	     6.1751	     7.9835	     7.6000	    12.9354	     6.5754	     3.7702	    11.7543	
     8.3501	     8.5611	     8.8600	     8.7883	     9.1005	     8.0149	     9.0434	     8.5110	     8.1461	     8.0490	     8.4424	     6.3001	    11.0856	    12.6511	     6.5903	     7.4207	     9.1438	     9.4163	    10.0833	     9.6197	     9.0405	     9.1965	     7.9896	     9.1434	     8.1443	     6.5661	     6.3981	     8.2513	     8.1426	    12.9408	     6.7881	     3.5284	    10.7244	
     8.2561	     8.4580	     8.7636	     8.8293	     8.9575	     8.0795	     9.0007	     8.8123	     8.4077	     8.3718	     8.0974	     6.2696	     9.2353	    11.8554	     6.9194	     7.6943	     9.0054	     9.4639	    10.1674	     9.6115	     8.9902	     9.1157	     8.1841	     8.9829	     8.2707	     6.8920	     6.7443	     8.2976	     8.4491	    12.4726	     6.6002	     3.4228	    10.3415	
     7.9255	     8.0994	     8.4760	     8.7926	     8.3425	     8.2220	     8.6185	     9.1122	     8.1658	     8.2120	     7.4908	     6.2808	    11.7449	    12.6880	     7.2271	     7.7905	     8.8144	     9.3972	    10.1835	     9.5419	     8.8249	     8.7201	     8.4586	     8.4549	     8.4651	     7.1582	     6.9358	     8.1900	     8.2213	    11.1497	     7.0536	     3.5462	    10.7680	
     7.6761	     7.7393	     8.2739	     8.8222	     7.8494	     8.5575	     8.1539	     9.3505	     7.9825	     8.0313	     7.0666	     6.5156	    11.6480	    13.9049	     7.1049	     7.5859	     8.7581	     9.3770	    10.1179	     9.6395	     8.7207	     8.3068	     8.7763	     8.0688	     8.7893	     7.0250	     6.6932	     8.0468	     8.0027	    10.0410	     8.1522	     3.6452	    11.4145	
     7.4906	     7.3809	     8.3130	     8.6841	     7.9949	     8.7324	     8.0717	     9.5741	     8.2062	     8.1986	     6.9470	     6.2029	    10.8375	    13.8721	     7.0964	     7.4171	     8.8363	     9.3407	    10.0978	     9.8136	     8.7845	     8.2279	     8.9844	     8.2212	     8.8395	     7.0543	     6.1863	     7.8028	     8.1912	    10.6890	     8.2005	     3.5751	    11.8113	
     7.4453	     7.2482	     8.6377	     8.5499	     8.6228	     8.8180	     8.4633	     9.9298	     8.5739	     8.5504	     7.1351	     5.7260	    11.2955	    12.7758	     7.8420	     7.9451	     9.0240	     9.4170	    10.2749	     9.9982	     9.0394	     8.5653	     9.1927	     8.8829	     8.7701	     7.8598	     6.1873	     7.6409	     8.5787	    12.7036	     7.2292	     3.5203	    12.3568	
     7.5885	     7.5012	     9.0468	     8.6947	     9.1072	     8.8380	     8.7568	    10.1711	     8.9647	     8.9814	     7.5395	     5.8119	    11.7814	    11.4715	     8.2269	     8.7772	     9.1303	     9.6981	    10.3871	    10.1942	     9.2274	     8.8345	     9.3069	     9.5281	     8.8319	     8.2237	     6.5862	     7.7194	     8.9965	    14.6433	     6.4706	     3.4222	    12.8731	
     7.8006	     7.7588	     9.1583	     8.8646	     9.0060	     8.6588	     8.5406	     9.9020	     8.9963	     8.9851	     7.7002	     6.2587	    12.7276	    11.2871	     7.7712	     9.0549	     9.0087	     9.9036	    10.1104	    10.2682	     9.0895	     8.6311	     9.0842	     9.5580	     8.8667	     7.6786	     6.6181	     7.8393	     8.9961	    14.6839	     6.7518	     3.3450	    13.2160	
     7.8044	     7.6967	     8.7479	     8.7464	     8.3552	     8.3130	     7.9811	     9.3085	     8.5990	     8.5921	     7.1586	     6.4736	    13.8598	    10.8830	     7.0601	     8.7789	     8.7791	     9.7603	     9.6142	    10.1567	     8.7678	     8.0881	     8.6522	     8.9029	     8.6370	     6.9460	     6.3752	     7.7444	     8.5789	    12.4580	     7.3355	     3.4641	    12.9729	
     7.6231	     7.4428	     8.1967	     8.4962	     7.8566	     8.1756	     7.6497	     9.0264	     8.4947	     8.5855	     6.4037	     6.3979	    14.8036	    12.5720	     6.6142	     8.7177	     8.7765	     9.4568	     9.4204	    10.0232	     8.7563	     7.7827	     8.4628	     8.2483	     8.3876	     6.5263	     6.3107	     7.6168	     8.4753	    10.3089	     8.0321	     3.6127	    12.5245	
     7.5879	     7.2671	     8.1399	     8.5257	     8.1633	     8.5045	     7.8541	     9.1564	     8.2193	     8.3888	     6.2478	     6.2207	    14.1650	    15.1963	     6.3259	     8.9843	     9.1327	     9.4043	     9.6145	    10.1521	     9.1588	     7.9928	     8.7059	     8.3893	     8.4968	     6.2300	     6.4355	     7.7404	     8.1976	    10.5283	     8.7490	     3.6106	    12.2479	
     8.0475	     7.5608	     8.8644	     9.0721	     9.3117	     9.3994	     8.5107	     9.6090	     7.7602	     7.9270	     6.7015	     6.3500	    11.2653	    15.2604	     5.9928	     9.3125	     9.9194	     9.8885	    10.1041	    10.7616	     9.9544	     8.6109	     9.4209	     9.4240	     9.1784	     5.9327	     6.6561	     8.3164	     7.7506	    11.6979	     8.9893	     3.6161	    12.5934	
     8.7008	     8.2009	     9.7825	     9.7559	    10.6389	    10.3788	     9.3075	    10.1969	     7.7381	     7.8116	     7.2536	     6.8280	    10.2196	    13.0975	     6.1313	     9.5081	    10.8578	    10.5474	    10.7482	    11.5134	    10.8220	     9.3576	    10.2555	    10.6256	    10.0236	     6.1258	     6.8661	     9.0255	     7.7327	    12.5352	     8.9157	     3.8128	    13.2180	
     8.8684	     8.5631	    10.1767	     9.9762	    11.4616	    10.8151	     9.9168	    10.6229	     8.1286	     8.0788	     7.3325	     7.0706	    12.1550	    12.5958	     6.7033	     9.4218	    11.4694	    10.8245	    11.3864	    11.8966	    11.3937	     9.9366	    10.6985	    11.2150	    10.3360	     6.7431	     6.8860	     9.3016	     8.0737	    12.4828	     9.0431	     3.9879	    13.0434	
     8.7092	     8.6369	    10.1188	     9.8846	    11.6262	    10.7730	    10.1632	    10.7877	     8.3616	     8.2649	     7.1756	     6.9672	    13.8526	    14.2474	     7.1299	     9.0192	    11.6899	    10.8166	    11.8934	    11.9592	    11.6418	    10.1781	    10.7485	    11.0832	    10.1985	     7.1805	     6.7166	     9.2391	     8.2991	    11.3208	     9.0614	     4.0145	    12.3022	
     8.6412	     8.6421	     9.9407	     9.7239	    11.2367	    10.3985	     9.8876	    10.4535	     7.8848	     7.7583	     7.2770	     6.8669	    15.2062	    13.7679	     7.0961	     8.3291	    11.5118	    10.7035	    11.8735	    11.7751	    11.4864	     9.9027	    10.3849	    10.5519	     9.8790	     7.1368	     6.5304	     9.1235	     7.8444	    10.3307	     8.6328	     3.9523	    11.4966	
     8.7113	     8.6898	     9.8224	     9.5013	    10.7617	     9.7986	     9.3951	     9.7309	     7.4622	     7.2373	     7.5687	     7.0638	    14.7623	    12.7565	     6.6526	     7.5873	    11.0139	    10.5037	    11.3151	    11.3963	    11.0099	     9.3797	     9.7285	    10.1344	     9.4901	     6.6890	     6.3642	     9.0549	     7.3871	    11.0785	     8.6242	     3.7113	    10.6125	
     8.4623	     8.5503	     9.6410	     9.1855	    10.4654	     9.2037	     9.0379	     9.1462	     7.9831	     7.7035	     7.6355	     7.1557	    12.5734	    14.3411	     6.0825	     7.1088	    10.4917	    10.1584	    10.7928	    10.8714	    10.5004	     8.9997	     9.1339	     9.9908	     9.0883	     6.1225	     6.0253	     8.7864	     7.8682	    12.2235	     9.2584	     3.3356	    10.1481	
     7.9346	     8.0770	     9.2951	     8.8662	    10.1902	     8.8621	     8.7405	     8.9697	     7.9939	     7.8180	     7.5090	     6.8532	     9.9483	    14.6258	     5.8521	     6.8711	    10.1215	     9.7297	    10.6226	    10.3159	    10.1396	     8.6868	     8.8151	     9.8202	     8.8171	     5.8916	     5.5954	     8.2890	     7.9161	    12.2977	     9.2422	     3.2463	    10.4373	
     7.9585	     7.7897	     9.3614	     9.0210	    10.2208	     9.0456	     8.7967	     9.2143	     7.5556	     7.5008	     7.7963	     6.5752	    10.5821	    13.0809	     5.9319	     6.8301	    10.2087	     9.7947	    10.8662	    10.2640	    10.2145	     8.7144	     8.9746	     9.8991	     9.0846	     6.0120	     5.4672	     8.2474	     7.5139	    12.2805	     8.4342	     3.3672	    10.7656	
     8.3810	     7.7650	     9.8970	     9.5215	    10.6225	     9.5136	     9.3000	     9.6508	     8.0477	     7.9733	     8.3323	     6.4620	    12.9075	    12.0362	     6.0768	     6.9036	    10.7287	    10.3613	    11.4350	    10.7536	    10.7156	     9.2184	     9.3888	    10.2865	     9.6556	     6.1787	     5.4673	     8.5384	     7.9600	    12.8080	     7.6622	     3.4818	    11.0193	
     8.5409	     7.6820	    10.4163	     9.9006	    11.0492	     9.8803	     9.8157	    10.0479	     8.9857	     8.8460	     8.4907	     6.4522	    13.1179	    11.3862	     6.3576	     7.1522	    11.3461	    10.9346	    11.9866	    11.3413	    11.3159	     9.7784	     9.7225	    10.6817	    10.0370	     6.3556	     5.5857	     8.6168	     8.8824	    13.2126	     7.3900	     3.5460	    11.3458	
     8.2867	     7.4865	    10.6839	    10.0433	    11.2971	    10.1740	    10.0379	    10.4086	     9.0629	     8.9529	     8.2786	     6.6562	    12.5505	    11.6153	     6.6384	     7.7018	    11.8223	    11.2926	    12.3523	    11.7601	    11.8053	    10.0669	    10.0070	    10.9993	    10.1994	     6.5269	     6.0976	     8.3451	     8.9764	    14.0796	     7.8723	     3.4758	    11.8290	
     8.1817	     7.4506	    10.7870	    10.1152	    11.4441	    10.4547	    10.1021	    10.7408	     8.2363	     8.2620	     8.1780	     6.9241	    13.7099	    12.2575	     6.7531	     8.3165	    12.1915	    11.5213	    12.5992	    12.0548	    12.2064	    10.1697	    10.3560	    11.2473	    10.2912	     6.6556	     6.8039	     8.2190	     8.1798	    15.2188	     8.3913	     3.4189	    12.5629	
     8.2415	     7.4462	    10.5858	    10.0160	    11.3422	    10.4087	    10.1050	    10.7045	     7.5207	     7.5837	     7.9218	     6.6749	    14.8999	    12.1059	     6.4899	     8.3630	    12.3164	    11.4806	    12.6197	    12.0679	    12.3222	    10.1567	    10.4399	    11.0747	    10.1395	     6.4505	     7.1101	     8.2393	     7.4216	    14.0730	     8.0032	     3.3071	    13.4787	
     7.9464	     7.2565	    10.0562	     9.8262	    10.8867	    10.1568	     9.9582	    10.2810	     7.5588	     7.4065	     7.5355	     6.1669	    13.7614	    11.9601	     6.1836	     7.8975	    12.0551	    11.1661	    12.2640	    11.7615	    12.0382	    10.0044	    10.2464	    10.4116	     9.9048	     6.1487	     6.9594	     8.0470	     7.3839	    10.6947	     7.3931	     3.3865	    13.2694	
     7.7579	     7.3645	     9.6912	     9.9462	    10.4166	    10.1192	     9.7756	     9.9608	     7.9139	     7.5903	     7.7178	     6.3709	    11.5960	    12.7987	     6.2766	     7.5254	    11.6833	    11.0010	    11.7614	    11.4831	    11.6654	     9.8108	    10.1341	     9.8169	     9.9200	     6.2982	     6.9862	     8.0180	     7.7941	     8.6207	     7.7563	     3.6819	    12.0387	
     7.9185	     7.9033	     9.6494	    10.3010	    10.2342	    10.2812	     9.8009	    10.0850	     8.6843	     8.3762	     8.1060	     7.0787	     9.1153	    13.6970	     6.6007	     7.6247	    11.5634	    11.0706	    11.6304	    11.4554	    11.5245	     9.7959	    10.2168	     9.6309	    10.0944	     6.6893	     7.2636	     8.1971	     8.6334	     9.7102	     8.2690	     3.8979	    10.9626	
     7.9788	     8.2462	     9.6513	    10.5630	    10.2937	    10.5275	     9.9655	    10.5360	     9.3034	     9.1899	     8.1239	     7.5768	     9.0287	    13.2540	     6.8700	     8.1004	    11.7131	    11.1655	    11.9677	    11.5821	    11.6862	     9.9805	    10.5388	     9.7513	    10.3346	     6.9832	     7.5228	     8.1288	     9.2978	    11.6772	     8.1736	     3.9503	    10.8639	
     7.8141	     8.2103	     9.4544	    10.5514	    10.2561	    10.7024	     9.9018	    10.7815	     8.8389	     8.8690	     7.7579	     7.7674	    11.5141	    12.6299	     6.7243	     8.3216	    11.8030	    11.0692	    12.1617	    11.5950	    11.8242	     9.9827	    10.7817	     9.7490	    10.4804	     6.8491	     7.5645	     7.7822	     8.8738	    12.0788	     8.3063	     3.8461	    11.5039	
     7.6555	     8.1662	     9.1862	    10.3711	    10.1220	    10.7422	     9.7117	    10.6816	     8.0133	     8.0290	     7.4293	     7.8471	    12.5795	    13.3627	     6.5656	     8.0452	    11.7523	    10.8462	    11.9939	    11.4713	    11.7730	     9.8062	    10.7776	     9.5285	    10.4729	     6.6455	     7.2631	     7.5218	     8.0313	    11.3360	     9.2658	     3.6066	    11.6440	
     7.6614	     8.2954	     9.1273	    10.2419	    10.2247	    10.7448	     9.7464	    10.5411	     7.4023	     7.3400	     7.3852	     7.9048	    11.3128	    14.8967	     6.8602	     7.6390	    11.7425	    10.7106	    11.8384	    11.4062	    11.7277	     9.8270	    10.7390	     9.5518	    10.4351	     6.8940	     6.9359	     7.5349	     7.3879	    11.3269	    10.4109	     3.2443	    11.1522	
     7.7152	     8.3905	     9.1454	    10.1347	    10.4218	    10.7651	     9.9280	    10.5531	     6.8067	     6.6859	     7.4473	     7.8657	    12.0816	    14.6087	     7.1434	     7.4124	    11.7627	    10.5923	    11.8368	    11.3538	    11.7477	     9.9601	    10.8143	     9.7052	    10.3892	     7.1826	     6.7873	     7.6501	     6.7414	    11.3128	    10.4327	     2.9634	    11.3232	
     7.5043	     8.1536	     8.8394	     9.8332	    10.3048	    10.6379	     9.8817	    10.6481	     6.3091	     6.1880	     7.3466	     7.5545	    13.9291	    12.5370	     7.1038	     7.5007	    11.5497	    10.1951	    11.7543	    11.0672	    11.5784	     9.8825	    10.8193	     9.5076	    10.1276	     7.1728	     6.8358	     7.5071	     6.2338	    10.8569	     9.1962	     3.0063	    11.9479	
     7.0051	     7.5412	     8.2683	     9.2527	     9.9930	    10.2953	     9.5917	    10.7006	     6.3399	     6.2514	     7.0854	     6.9612	    12.9625	    11.6602	     6.9573	     7.6372	    11.1151	     9.5124	    11.5841	    10.5414	    11.2031	     9.6134	    10.6893	     9.0909	     9.5921	     7.0046	     6.8699	     6.9685	     6.3010	    10.9069	     8.2664	     3.1839	    12.6102	
     6.5870	     6.8753	     7.8324	     8.4509	     9.7583	     9.7133	     9.2755	    10.5762	     6.4366	     6.3550	     6.9880	     6.2596	    12.6291	    11.3407	     6.3630	     7.5713	    10.6714	     8.8179	    11.4100	     9.9695	    10.7928	     9.3240	    10.3588	     8.7763	     8.8201	     6.3499	     6.7546	     6.3885	     6.3575	    11.4026	     8.2629	     3.1342	    13.2562	
     6.2585	     6.2587	     7.4512	     7.4750	     9.4868	     8.9515	     9.0899	    10.3565	     6.6627	     6.5918	     6.9549	     5.6576	    12.2802	    10.2460	     5.6871	     7.4541	    10.3419	     8.1569	    11.2819	     9.4173	    10.4321	     9.1195	     9.8828	     8.4351	     7.8294	     5.6759	     6.6166	     5.8726	     6.5195	    11.2717	     7.9754	     3.0002	    14.0152	
     6.0310	     5.8124	     7.1537	     6.7011	     9.3800	     8.4619	     9.2469	    10.4108	     7.3892	     7.3536	     6.9056	     5.4809	    11.2703	    10.3569	     5.9446	     7.5336	    10.3466	     7.6736	    11.3469	     9.1425	    10.4014	     9.2576	     9.6638	     8.2479	     7.0753	     6.0097	     6.7036	     5.4759	     7.2478	    11.4173	     7.5650	     3.0823	    14.7768	
     6.0675	     5.8326	     7.1685	     6.5610	     9.5850	     8.5330	     9.5250	    10.8000	     7.6380	     7.6659	     7.0200	     5.8544	    10.3736	    11.0466	     6.5956	     7.9175	    10.6384	     7.6405	    11.5445	     9.3106	    10.6886	     9.5523	     9.8793	     8.4524	     6.9887	     6.6885	     7.2712	     5.4222	     7.5465	    12.5829	     7.8790	     3.4602	    14.8560	
